A00001,1,1,0,2,0.5,0.5,0.0
A00002,1,1,0,2,0.5,0.5,0.0
A00013,0,1,0,1,0.0,1.0,0.0
A00016,0,1,0,1,0.0,1.0,0.0
A00022,0,2,0,2,0.0,1.0,0.0
A00051,0,1,0,1,0.0,1.0,0.0
A00076,0,1,0,1,0.0,1.0,0.0
A00077,1,0,0,1,1.0,0.0,0.0
A00079,1,0,0,1,1.0,0.0,0.0
A00094,1,0,0,1,1.0,0.0,0.0
A00095,0,1,0,1,0.0,1.0,0.0
A00096,1,0,0,1,1.0,0.0,0.0
A00100,5,0,0,5,1.0,0.0,0.0
A00113,6,1,0,7,0.86,0.14,0.0
A00118,1,1,0,2,0.5,0.5,0.0
A00121,1,0,0,1,1.0,0.0,0.0
A00125,0,1,0,1,0.0,1.0,0.0
A00126,1,0,0,1,1.0,0.0,0.0
A00128,4,0,0,4,1.0,0.0,0.0
A00145,6,0,0,6,1.0,0.0,0.0
A00152,0,1,0,1,0.0,1.0,0.0
A00163,1,0,0,1,1.0,0.0,0.0
A00164,5,0,0,5,1.0,0.0,0.0
A00172,1,0,0,1,1.0,0.0,0.0
A00178,7,0,0,7,1.0,0.0,0.0
A00187,0,1,0,1,0.0,1.0,0.0
A00192,5,0,0,5,1.0,0.0,0.0
A00202,1,1,0,2,0.5,0.5,0.0
A00264,2,0,0,2,1.0,0.0,0.0
A00279,2,0,0,2,1.0,0.0,0.0
A00293,3,0,0,3,1.0,0.0,0.0
A00303,1,0,0,1,1.0,0.0,0.0
A00324,1,0,0,1,1.0,0.0,0.0
A00339,2,0,0,2,1.0,0.0,0.0
A00372,1,0,0,1,1.0,0.0,0.0
A00373,1,0,0,1,1.0,0.0,0.0
A00387,1,0,0,1,1.0,0.0,0.0
A00404,2,0,0,2,1.0,0.0,0.0
A00418,3,0,0,3,1.0,0.0,0.0
A00427,1,0,0,1,1.0,0.0,0.0
A00451,1,0,0,1,1.0,0.0,0.0
A00452,1,0,0,1,1.0,0.0,0.0
A00454,5,0,0,5,1.0,0.0,0.0
A00472,9,0,0,9,1.0,0.0,0.0
A00474,3,0,0,3,1.0,0.0,0.0
A00482,2,0,0,2,1.0,0.0,0.0
A00494,8,0,0,8,1.0,0.0,0.0
A00496,1,0,0,1,1.0,0.0,0.0
A00497,1,0,0,1,1.0,0.0,0.0
A00505,1,0,0,1,1.0,0.0,0.0
A00506,5,0,0,5,1.0,0.0,0.0
A00514,3,0,0,3,1.0,0.0,0.0
A00526,2,0,0,2,1.0,0.0,0.0
A00527,1,0,0,1,1.0,0.0,0.0
A00532,10,0,0,10,1.0,0.0,0.0
A00538,2,0,0,2,1.0,0.0,0.0
A00544,9,0,0,9,1.0,0.0,0.0
A00546,3,0,0,3,1.0,0.0,0.0
A00559,1,0,0,1,1.0,0.0,0.0
A00567,2,0,0,2,1.0,0.0,0.0
A00568,2,0,0,2,1.0,0.0,0.0
A00578,3,0,0,3,1.0,0.0,0.0
A00582,1,0,0,1,1.0,0.0,0.0
A00583,2,0,0,2,1.0,0.0,0.0
A00601,8,0,0,8,1.0,0.0,0.0
A00603,3,0,0,3,1.0,0.0,0.0
A00625,3,0,0,3,1.0,0.0,0.0
A00626,3,0,0,3,1.0,0.0,0.0
A00627,3,0,0,3,1.0,0.0,0.0
A00639,1,0,0,1,1.0,0.0,0.0
A00640,1,0,0,1,1.0,0.0,0.0
A00649,1,0,0,1,1.0,0.0,0.0
A00650,1,0,0,1,1.0,0.0,0.0
A00651,1,0,0,1,1.0,0.0,0.0
A00656,2,0,0,2,1.0,0.0,0.0
A00659,1,0,0,1,1.0,0.0,0.0
A00660,1,0,0,1,1.0,0.0,0.0
A00665,7,0,0,7,1.0,0.0,0.0
A00670,1,0,0,1,1.0,0.0,0.0
A00678,1,0,0,1,1.0,0.0,0.0
A00699,2,0,0,2,1.0,0.0,0.0
A00704,3,0,0,3,1.0,0.0,0.0
A00709,1,0,0,1,1.0,0.0,0.0
A00710,2,0,0,2,1.0,0.0,0.0
A00724,1,0,0,1,1.0,0.0,0.0
A00736,3,0,0,3,1.0,0.0,0.0
A00752,1,0,0,1,1.0,0.0,0.0
A00754,1,0,0,1,1.0,0.0,0.0
A00758,7,0,0,7,1.0,0.0,0.0
A00759,7,0,0,7,1.0,0.0,0.0
A00763,1,0,0,1,1.0,0.0,0.0
A00770,2,0,0,2,1.0,0.0,0.0
A00771,9,0,0,9,1.0,0.0,0.0
A00777,2,0,0,2,1.0,0.0,0.0
A00781,1,0,0,1,1.0,0.0,0.0
A00792,5,0,0,5,1.0,0.0,0.0
A00799,3,0,0,3,1.0,0.0,0.0
A00806,1,0,0,1,1.0,0.0,0.0
A00836,1,0,0,1,1.0,0.0,0.0
A00838,3,0,0,3,1.0,0.0,0.0
A00841,1,0,0,1,1.0,0.0,0.0
A00855,1,0,0,1,1.0,0.0,0.0
A00856,16,0,0,16,1.0,0.0,0.0
A00857,16,0,0,16,1.0,0.0,0.0
A00865,1,0,0,1,1.0,0.0,0.0
A00869,3,0,0,3,1.0,0.0,0.0
A00874,1,0,0,1,1.0,0.0,0.0
A00882,1,0,0,1,1.0,0.0,0.0
A00888,1,0,0,1,1.0,0.0,0.0
A00889,3,0,0,3,1.0,0.0,0.0
A00894,1,0,0,1,1.0,0.0,0.0
A00899,1,0,0,1,1.0,0.0,0.0
A00922,2,0,0,2,1.0,0.0,0.0
A00927,8,0,0,8,1.0,0.0,0.0
A00928,1,0,0,1,1.0,0.0,0.0
A00929,1,0,0,1,1.0,0.0,0.0
A00933,1,0,0,1,1.0,0.0,0.0
A00940,2,0,0,2,1.0,0.0,0.0
A00944,2,0,0,2,1.0,0.0,0.0
A00958,2,0,0,2,1.0,0.0,0.0
A00960,1,0,0,1,1.0,0.0,0.0
A00961,2,0,0,2,1.0,0.0,0.0
A00968,12,0,0,12,1.0,0.0,0.0
A00969,1,0,0,1,1.0,0.0,0.0
A00980,3,0,0,3,1.0,0.0,0.0
A00986,1,0,0,1,1.0,0.0,0.0
A00987,4,0,0,4,1.0,0.0,0.0
A00991,1,0,0,1,1.0,0.0,0.0
A00999,7,0,0,7,1.0,0.0,0.0
A01005,1,0,0,1,1.0,0.0,0.0
A01011,2,0,0,2,1.0,0.0,0.0
A01019,1,0,0,1,1.0,0.0,0.0
A01027,2,0,0,2,1.0,0.0,0.0
A01029,6,0,0,6,1.0,0.0,0.0
A01033,11,0,0,11,1.0,0.0,0.0
A01036,1,0,0,1,1.0,0.0,0.0
A01039,0,1,0,1,0.0,1.0,0.0
A01040,15,0,0,15,1.0,0.0,0.0
A01044,3,0,0,3,1.0,0.0,0.0
A01047,8,0,0,8,1.0,0.0,0.0
A01067,1,0,0,1,1.0,0.0,0.0
A01072,1,0,0,1,1.0,0.0,0.0
A01100,1,0,0,1,1.0,0.0,0.0
A01111,1,0,0,1,1.0,0.0,0.0
A01121,1,0,0,1,1.0,0.0,0.0
A01133,1,0,0,1,1.0,0.0,0.0
A01137,6,0,0,6,1.0,0.0,0.0
A01147,10,0,0,10,1.0,0.0,0.0
A01154,11,1,0,12,0.92,0.08,0.0
A01155,6,0,0,6,1.0,0.0,0.0
A01160,6,0,0,6,1.0,0.0,0.0
A01161,1,0,0,1,1.0,0.0,0.0
A01162,1,0,0,1,1.0,0.0,0.0
A01166,3,0,0,3,1.0,0.0,0.0
A01169,9,0,0,9,1.0,0.0,0.0
A01181,7,0,0,7,1.0,0.0,0.0
A01182,2,0,0,2,1.0,0.0,0.0
A01186,6,0,0,6,1.0,0.0,0.0
A01187,4,0,0,4,1.0,0.0,0.0
A01188,4,0,0,4,1.0,0.0,0.0
A01189,1,0,0,1,1.0,0.0,0.0
A01192,2,0,0,2,1.0,0.0,0.0
